Feature,Importance
"line176 x end, line176 y end",0.0009319052307493501
"line177 x start, line177 y start",0.0
"line177 x start, line177 y end",0.0009967600967087608
"line177 x end, line177 y start",0.0
"line177 x end, line177 y end",0.00038590439109799347
"line178 x start, line178 y start",0.0
"line178 x start, line178 y end",0.0013813255298166457
"line178 x end, line178 y start",0.0
"line178 x end, line178 y end",0.0007211357449913277
"line179 x start, line179 y start",0.0
"line179 x start, line179 y end",0.0020380866258376527
"line179 x end, line179 y start",0.0
"line179 x end, line179 y end",0.0015381547549243812
"line180 x start, line180 y start",0.0
"line180 x start, line180 y end",0.0022616246284924268
"line180 x end, line180 y start",0.0
"line180 x end, line180 y end",0.0002691199352493389
"line181 x start, line181 y start",0.0
"line181 x start, line181 y end",0.0018093213652337688
"line181 x end, line181 y start",0.0
"line181 x end, line181 y end",0.0014953181705821906
"line182 x start, line182 y start",0.0
"line182 x start, line182 y end",0.00047254276459696517
"line182 x end, line182 y start",0.0
"line182 x end, line182 y end",0.001259533185077734
"line183 x start, line183 y start",0.0
"line183 x start, line183 y end",0.002097657009851892
"line183 x end, line183 y start",0.0
"line183 x end, line183 y end",0.000641490842674359
"line184 x start, line184 y start",0.0
"line184 x start, line184 y end",0.0007394967949737769
"line184 x end, line184 y start",0.0
"line184 x end, line184 y end",0.0028541748382375637
"line185 x start, line185 y start",0.0
"line185 x start, line185 y end",0.0020315808086730507
"line185 x end, line185 y start",0.0
"line185 x end, line185 y end",0.003099453471742558
"line186 x start, line186 y start",0.0
"line186 x start, line186 y end",0.0013361784213502766
"line186 x end, line186 y start",0.0
"line186 x end, line186 y end",0.0022349003476905315
"line187 x start, line187 y start",0.0
"line187 x start, line187 y end",0.002595390149706141
"line187 x end, line187 y start",0.0
"line187 x end, line187 y end",0.000562647761157816
"line188 x start, line188 y start",0.0
"line188 x start, line188 y end",0.0029231380120279004
"line188 x end, line188 y start",0.0
"line188 x end, line188 y end",0.0022963711386432832
"line189 x start, line189 y start",0.0
"line189 x start, line189 y end",0.0011978664917104745
"line189 x end, line189 y start",0.0
"line189 x end, line189 y end",0.001311623847414235
"line190 x start, line190 y start",0.0
"line190 x start, line190 y end",0.0028934861209982464
"line190 x end, line190 y start",0.0
"line190 x end, line190 y end",0.0009535305846034445
"line191 x start, line191 y start",0.0
"line191 x start, line191 y end",0.002527875007974664
"line191 x end, line191 y start",0.0
"line191 x end, line191 y end",0.0025732056169433587
"line192 x start, line192 y start",0.0
"line192 x start, line192 y end",0.0011234052973040348
"line192 x end, line192 y start",0.0
"line192 x end, line192 y end",0.0022925180266932395
"line193 x start, line193 y start",0.0
"line193 x start, line193 y end",0.0010720426466141358
"line193 x end, line193 y start",0.0
"line193 x end, line193 y end",0.0010954810671185776
"line194 x start, line194 y start",0.0
"line194 x start, line194 y end",0.0016557067407367346
"line194 x end, line194 y start",0.0
"line194 x end, line194 y end",0.0013407308428476012
"line195 x start, line195 y start",0.0
"line195 x start, line195 y end",0.00320622799852756
"line195 x end, line195 y start",0.0
"line195 x end, line195 y end",0.003481022858050033
"line196 x start, line196 y start",0.0
"line196 x start, line196 y end",0.0022760860935179543
"line196 x end, line196 y start",0.0
"line196 x end, line196 y end",0.0002682080924855491
"line197 x start, line197 y start",0.0
"line197 x start, line197 y end",0.0027585471762106195
"line197 x end, line197 y start",0.0
"line197 x end, line197 y end",0.001760224257356359
"line198 x start, line198 y start",0.0
"line198 x start, line198 y end",0.0042103144056756065
"line198 x end, line198 y start",0.0
"line198 x end, line198 y end",0.0017516890005714184
"line199 x start, line199 y start",0.0
"line199 x start, line199 y end",0.002179899902099741
"line199 x end, line199 y start",0.0
"line199 x end, line199 y end",0.0009201241681067063
"line200 x start, line200 y start",0.0
"line200 x start, line200 y end",0.0051923295941033
"line200 x end, line200 y start",0.0
"line200 x end, line200 y end",0.003122171085843511
"line201 x start, line201 y start",0.0
"line201 x start, line201 y end",0.0030657574689548655
"line201 x end, line201 y start",0.0
"line201 x end, line201 y end",0.001011236272864178
"line202 x start, line202 y start",0.0
"line202 x start, line202 y end",0.001197603539940858
"line202 x end, line202 y start",0.0
"line202 x end, line202 y end",0.0012139399698411007
"line203 x start, line203 y start",0.0
"line203 x start, line203 y end",0.001878222314206038
"line203 x end, line203 y start",0.0
"line203 x end, line203 y end",0.0004797349860600038
"line204 x start, line204 y start",0.0
"line204 x start, line204 y end",0.0
"line204 x end, line204 y start",0.0
"line204 x end, line204 y end",0.0007130682142304629
"line205 x start, line205 y start",0.0
"line205 x start, line205 y end",0.0016001819501386652
"line205 x end, line205 y start",0.0
"line205 x end, line205 y end",0.000847015064748291
"line206 x start, line206 y start",0.0
"line206 x start, line206 y end",8.621828752642705e-05
"line206 x end, line206 y start",0.0
"line206 x end, line206 y end",0.00048374412210835363
"line207 x start, line207 y start",0.0
"line207 x start, line207 y end",0.0005547045370630632
"line207 x end, line207 y start",0.0
"line207 x end, line207 y end",0.00021725336353382342
"line208 x start, line208 y start",0.0
"line208 x start, line208 y end",0.0009462342445097039
"line208 x end, line208 y start",0.0
"line208 x end, line208 y end",0.00011205875541734215
"line209 x start, line209 y start",0.0
"line209 x start, line209 y end",0.000835169317749514
"line209 x end, line209 y start",0.0
"line209 x end, line209 y end",0.0001095163926848536
"line210 x start, line210 y start",0.0
"line210 x start, line210 y end",0.00017849354291229973
"line210 x end, line210 y start",0.0
"line210 x end, line210 y end",0.0
"line211 x start, line211 y start",0.0
"line211 x start, line211 y end",0.0009791806295127374
"line211 x end, line211 y start",0.0
"line211 x end, line211 y end",0.0007488827470751147
"line212 x start, line212 y start",0.0
"line212 x start, line212 y end",0.0
"line212 x end, line212 y start",0.0
"line212 x end, line212 y end",0.0005490634534439548
"line213 x start, line213 y start",0.0
"line213 x start, line213 y end",7.246821313515326e-05
"line213 x end, line213 y start",0.0
"line213 x end, line213 y end",0.00043885861570995934
"line214 x start, line214 y start",0.0
"line214 x start, line214 y end",0.0004447947973773104
"line214 x end, line214 y start",0.0
"line214 x end, line214 y end",0.00022056466894979383
"line215 x start, line215 y start",0.0
"line215 x start, line215 y end",0.0012931203551851912
"line215 x end, line215 y start",0.0
"line215 x end, line215 y end",0.0005301690773249387
"line216 x start, line216 y start",0.0
"line216 x start, line216 y end",0.00033862666147557773
"line216 x end, line216 y start",0.0
"line216 x end, line216 y end",8.151427597657022e-05
"line217 x start, line217 y start",0.0
"line217 x start, line217 y end",0.0010057958227746395
"line217 x end, line217 y start",0.0
"line217 x end, line217 y end",0.00010250972074938139
"line218 x start, line218 y start",0.0
"line218 x start, line218 y end",0.0010272809866291336
"line218 x end, line218 y start",0.0
"line218 x end, line218 y end",0.0001220102540869739
"line219 x start, line219 y start",0.0
"line219 x start, line219 y end",0.0013593103106765672
"line219 x end, line219 y start",0.0
"line219 x end, line219 y end",0.0008264697446235085
"line220 x start, line220 y start",0.0
"line220 x start, line220 y end",0.0005101183482476057
"line220 x end, line220 y start",0.0
"line220 x end, line220 y end",0.0003675109656955968
"line221 x start, line221 y start",0.0
"line221 x start, line221 y end",0.0
"line221 x end, line221 y start",0.0
"line221 x end, line221 y end",5.305083593813021e-05
"line222 x start, line222 y start",0.0
"line222 x start, line222 y end",0.00045233796410380203
"line222 x end, line222 y start",0.0
"line222 x end, line222 y end",0.0001459515395199433
"line223 x start, line223 y start",0.0
"line223 x start, line223 y end",0.0013854838126434958
"line223 x end, line223 y start",0.0
"line223 x end, line223 y end",0.00028951709425112756
"line224 x start, line224 y start",0.0
"line224 x start, line224 y end",0.0007428939861527575
"line224 x end, line224 y start",0.0
"line224 x end, line224 y end",0.0
"line225 x start, line225 y start",0.0
"line225 x start, line225 y end",0.0009374918043222832
"line225 x end, line225 y start",0.0
"line225 x end, line225 y end",0.000282585202066237
"line226 x start, line226 y start",0.0
"line226 x start, line226 y end",0.0003511347242562407
"line226 x end, line226 y start",0.0
"line226 x end, line226 y end",0.0004079758737648097
"line227 x start, line227 y start",0.0
"line227 x start, line227 y end",0.00040988374926963206
"line227 x end, line227 y start",0.0
"line227 x end, line227 y end",0.0005776356283844204
"line228 x start, line228 y start",0.0
"line228 x start, line228 y end",0.00025586894454237674
"line228 x end, line228 y start",0.0
"line228 x end, line228 y end",0.0005519823430020044
"line229 x start, line229 y start",0.0
"line229 x start, line229 y end",0.0
"line229 x end, line229 y start",0.0
"line229 x end, line229 y end",0.0002043124102167144
"line230 x start, line230 y start",0.0
"line230 x start, line230 y end",0.0001593972356692226
"line230 x end, line230 y start",0.0
"line230 x end, line230 y end",0.001900919774375439
"line231 x start, line231 y start",0.0
"line231 x start, line231 y end",0.0003916543407047122
"line231 x end, line231 y start",0.0
"line231 x end, line231 y end",9.225874867444325e-05
"line232 x start, line232 y start",0.0
"line232 x start, line232 y end",0.0010179154773604913
"line232 x end, line232 y start",0.0
"line232 x end, line232 y end",4.9340939273780775e-05
"line233 x start, line233 y start",0.0
"line233 x start, line233 y end",0.0010056700411344589
"line233 x end, line233 y start",0.0
"line233 x end, line233 y end",0.00020905576818431654
"line234 x start, line234 y start",0.0
"line234 x start, line234 y end",0.0008313123621451644
"line234 x end, line234 y start",0.0
"line234 x end, line234 y end",0.00028044754821000844
"line235 x start, line235 y start",0.0
"line235 x start, line235 y end",0.001075339616021323
"line235 x end, line235 y start",0.0
"line235 x end, line235 y end",0.0008182883786733582
"line236 x start, line236 y start",0.0
"line236 x start, line236 y end",0.001445956429973796
"line236 x end, line236 y start",0.0
"line236 x end, line236 y end",0.00031875529576001955
"line237 x start, line237 y start",0.0
"line237 x start, line237 y end",0.00038945341575084196
"line237 x end, line237 y start",0.0
"line237 x end, line237 y end",0.00024530422227949424
"line238 x start, line238 y start",0.0
"line238 x start, line238 y end",0.0003723358903606313
"line238 x end, line238 y start",0.0
"line238 x end, line238 y end",0.00048805287812949907
"line239 x start, line239 y start",0.0
"line239 x start, line239 y end",0.0007196398606011984
"line239 x end, line239 y start",0.0
"line239 x end, line239 y end",7.254482722814569e-05
"line240 x start, line240 y start",0.0
"line240 x start, line240 y end",0.00026579894514960445
"line240 x end, line240 y start",0.0
"line240 x end, line240 y end",0.0015525179209729253
"line241 x start, line241 y start",0.0
"line241 x start, line241 y end",5.5626695246264225e-05
"line241 x end, line241 y start",0.0
"line241 x end, line241 y end",5.59877388651721e-05
"line242 x start, line242 y start",0.0
"line242 x start, line242 y end",7.736441537826455e-06
"line242 x end, line242 y start",0.0
"line242 x end, line242 y end",0.0010337739293233782
"line243 x start, line243 y start",0.0
"line243 x start, line243 y end",0.000559492672421502
"line243 x end, line243 y start",0.0
"line243 x end, line243 y end",0.00010449261345318693
"line244 x start, line244 y start",0.0
"line244 x start, line244 y end",0.00046373639402152485
"line244 x end, line244 y start",0.0
"line244 x end, line244 y end",0.0
"line245 x start, line245 y start",0.0
"line245 x start, line245 y end",0.0004202962669148271
"line245 x end, line245 y start",0.0
"line245 x end, line245 y end",0.0006736679459105733
"line246 x start, line246 y start",0.0
"line246 x start, line246 y end",9.406858202038921e-05
"line246 x end, line246 y start",0.0
"line246 x end, line246 y end",0.0005479737426411014
"line247 x start, line247 y start",0.0
"line247 x start, line247 y end",5.1734817763608894e-05
"line247 x end, line247 y start",0.0
"line247 x end, line247 y end",0.0004481783324958063
"line248 x start, line248 y start",0.0
"line248 x start, line248 y end",5.1168381469105966e-05
"line248 x end, line248 y start",0.0
"line248 x end, line248 y end",0.0
"line249 x start, line249 y start",0.0
"line249 x start, line249 y end",0.001201815423561881
"line249 x end, line249 y start",0.0
"line249 x end, line249 y end",8.473607317538033e-06
"line250 x start, line250 y start",0.0
"line250 x start, line250 y end",0.0016588864570930234
"line250 x end, line250 y start",0.0
"line250 x end, line250 y end",0.0020162785667907964
"line251 x start, line251 y start",0.0
"line251 x start, line251 y end",0.0
"line251 x end, line251 y start",0.0
"line251 x end, line251 y end",0.0
"line252 x start, line252 y start",0.0
"line252 x start, line252 y end",0.00036675891141829247
"line252 x end, line252 y start",0.0
"line252 x end, line252 y end",0.00021280898855246998
"line253 x start, line253 y start",0.0
"line253 x start, line253 y end",0.0006113184000883677
"line253 x end, line253 y start",0.0
"line253 x end, line253 y end",0.00017313073082372073
"line254 x start, line254 y start",0.0
"line254 x start, line254 y end",0.0006033694183608381
"line254 x end, line254 y start",0.0
"line254 x end, line254 y end",0.0010809988726843002
"line255 x start, line255 y start",0.0
"line255 x start, line255 y end",0.0
"line255 x end, line255 y start",0.0
"line255 x end, line255 y end",4.385861268780516e-06
"line256 x start, line256 y start",0.0
"line256 x start, line256 y end",0.0009545219354661415
"line256 x end, line256 y start",0.0
"line256 x end, line256 y end",0.0006917792301234074
"line257 x start, line257 y start",0.0
"line257 x start, line257 y end",0.0
"line257 x end, line257 y start",0.0
"line257 x end, line257 y end",0.0007059806173739811
"line258 x start, line258 y start",0.0
"line258 x start, line258 y end",0.000886883164829775
"line258 x end, line258 y start",0.0
"line258 x end, line258 y end",0.0017064164408237747
"line259 x start, line259 y start",0.0
"line259 x start, line259 y end",0.0011012234129890522
"line259 x end, line259 y start",0.0
"line259 x end, line259 y end",0.00016405384249761597
"line260 x start, line260 y start",0.0
"line260 x start, line260 y end",5.603327330783137e-05
"line260 x end, line260 y start",0.0
"line260 x end, line260 y end",0.00011348933177088585
"line261 x start, line261 y start",0.0
"line261 x start, line261 y end",0.00012908687549220474
"line261 x end, line261 y start",0.0
"line261 x end, line261 y end",0.0
"line262 x start, line262 y start",0.0
"line262 x start, line262 y end",5.307844831969086e-05
"line262 x end, line262 y start",0.0
"line262 x end, line262 y end",0.0
"line263 x start, line263 y start",0.0
"line263 x start, line263 y end",0.0009007478910998053
"line263 x end, line263 y start",0.0
"line263 x end, line263 y end",0.0003592390048185562
"line264 x start, line264 y start",0.0
"line264 x start, line264 y end",0.0002274096301996053
"line264 x end, line264 y start",0.0
"line264 x end, line264 y end",5.570751208330084e-05
"line265 x start, line265 y start",0.0
"line265 x start, line265 y end",0.0
"line265 x end, line265 y start",0.0
"line265 x end, line265 y end",0.00013587882027117081
"line266 x start, line266 y start",0.0
"line266 x start, line266 y end",0.0
"line266 x end, line266 y start",0.0
"line266 x end, line266 y end",4.610034773969199e-05
"line267 x start, line267 y start",0.0
"line267 x start, line267 y end",0.0009088991708820002
"line267 x end, line267 y start",0.0
"line267 x end, line267 y end",0.0008243918764497294
"line268 x start, line268 y start",0.0
"line268 x start, line268 y end",0.0
"line268 x end, line268 y start",0.0
"line268 x end, line268 y end",0.0005812409927192624
"line269 x start, line269 y start",0.0
"line269 x start, line269 y end",0.0005370037782971095
"line269 x end, line269 y start",0.0
"line269 x end, line269 y end",0.0
"line270 x start, line270 y start",0.0
"line270 x start, line270 y end",0.0007209130374468695
"line270 x end, line270 y start",0.0
"line270 x end, line270 y end",0.0009958205911841688
"line271 x start, line271 y start",0.0
"line271 x start, line271 y end",0.0006682644175396976
"line271 x end, line271 y start",0.0
"line271 x end, line271 y end",0.00021386834570782717
"line272 x start, line272 y start",0.0
"line272 x start, line272 y end",0.000733246587762438
"line272 x end, line272 y start",0.0
"line272 x end, line272 y end",0.0
"line273 x start, line273 y start",0.0
"line273 x start, line273 y end",8.626459433330857e-05
"line273 x end, line273 y start",0.0
"line273 x end, line273 y end",0.0
"line274 x start, line274 y start",0.0
"line274 x start, line274 y end",0.00010578163087201265
"line274 x end, line274 y start",0.0
"line274 x end, line274 y end",0.0007359214488360229
"line275 x start, line275 y start",0.0
"line275 x start, line275 y end",0.00019143939921534132
"line275 x end, line275 y start",0.0
"line275 x end, line275 y end",0.00039381661407747687
"line276 x start, line276 y start",0.0
"line276 x start, line276 y end",0.0007500670054216691
"line276 x end, line276 y start",0.0
"line276 x end, line276 y end",0.0002788950482109023
"line277 x start, line277 y start",0.0
"line277 x start, line277 y end",0.0002715325295970458
"line277 x end, line277 y start",0.0
"line277 x end, line277 y end",0.00040260668740530777
"line278 x start, line278 y start",0.0
"line278 x start, line278 y end",5.1766883739380536e-05
"line278 x end, line278 y start",0.0
"line278 x end, line278 y end",0.00011192803642470867
"line279 x start, line279 y start",0.0
"line279 x start, line279 y end",0.0004895650735194821
"line279 x end, line279 y start",0.0
"line279 x end, line279 y end",8.416212124805925e-05
"line280 x start, line280 y start",0.0
"line280 x start, line280 y end",0.0008269380608445634
"line280 x end, line280 y start",0.0
"line280 x end, line280 y end",0.0
"line281 x start, line281 y start",0.0
"line281 x start, line281 y end",5.7930965599327366e-05
"line281 x end, line281 y start",0.0
"line281 x end, line281 y end",0.00010994143177715924
"line282 x start, line282 y start",0.0
"line282 x start, line282 y end",0.0008695944966049035
"line282 x end, line282 y start",0.0
"line282 x end, line282 y end",0.0003635764438858821
"line283 x start, line283 y start",0.0
"line283 x start, line283 y end",0.00035375550539573885
"line283 x end, line283 y start",0.0
"line283 x end, line283 y end",0.00025259485086256
"line284 x start, line284 y start",0.0
"line284 x start, line284 y end",0.000983440171599667
"line284 x end, line284 y start",0.0
"line284 x end, line284 y end",0.00046651770035949924
"line285 x start, line285 y start",0.0
"line285 x start, line285 y end",0.0003505602140156503
"line285 x end, line285 y start",0.0
"line285 x end, line285 y end",0.0005523804181606691
"line286 x start, line286 y start",0.0
"line286 x start, line286 y end",0.00010395285445017843
"line286 x end, line286 y start",0.0
"line286 x end, line286 y end",0.0026989871790210358
"line287 x start, line287 y start",0.0
"line287 x start, line287 y end",0.0003376400773570923
"line287 x end, line287 y start",0.0
"line287 x end, line287 y end",0.0
"line288 x start, line288 y start",0.0
"line288 x start, line288 y end",0.0005322686431485385
"line288 x end, line288 y start",0.0
"line288 x end, line288 y end",6.428472954991695e-05
"line289 x start, line289 y start",0.0
"line289 x start, line289 y end",0.0006782554126658198
"line289 x end, line289 y start",0.0
"line289 x end, line289 y end",0.0
"line290 x start, line290 y start",0.0
"line290 x start, line290 y end",0.0007208299454611717
"line290 x end, line290 y start",0.0
"line290 x end, line290 y end",5.103434752360204e-05
"line291 x start, line291 y start",0.0
"line291 x start, line291 y end",0.0001449818772653418
"line291 x end, line291 y start",0.0
"line291 x end, line291 y end",0.00010755885522079296
"line292 x start, line292 y start",0.0
"line292 x start, line292 y end",0.0010496062326849828
"line292 x end, line292 y start",0.0
"line292 x end, line292 y end",0.00035927323245540206
"line293 x start, line293 y start",0.0
"line293 x start, line293 y end",4.970807220526006e-05
"line293 x end, line293 y start",0.0
"line293 x end, line293 y end",0.00022135442137876968
"line294 x start, line294 y start",0.0
"line294 x start, line294 y end",0.0
"line294 x end, line294 y start",0.0
"line294 x end, line294 y end",0.0011157921091140427
"line295 x start, line295 y start",0.0
"line295 x start, line295 y end",0.00011445820822110672
"line295 x end, line295 y start",0.0
"line295 x end, line295 y end",4.5001293140606846e-06
"line296 x start, line296 y start",0.0
"line296 x start, line296 y end",5.108725571153316e-05
"line296 x end, line296 y start",0.0
"line296 x end, line296 y end",0.0004954135949415427
"line297 x start, line297 y start",0.0
"line297 x start, line297 y end",0.0
"line297 x end, line297 y start",0.0
"line297 x end, line297 y end",0.0009641607146888424
"line298 x start, line298 y start",0.0
"line298 x start, line298 y end",0.0016191258927318447
"line298 x end, line298 y start",0.0
"line298 x end, line298 y end",0.0008529343141816908
"line299 x start, line299 y start",0.0
"line299 x start, line299 y end",0.002191958417359413
"line299 x end, line299 y start",0.0
"line299 x end, line299 y end",0.0008208984992582305
"line300 x start, line300 y start",0.0
"line300 x start, line300 y end",0.00012098761910264911
"line300 x end, line300 y start",0.0
"line300 x end, line300 y end",0.0004264030577992779
"line301 x start, line301 y start",0.0
"line301 x start, line301 y end",0.00032795836603196883
"line301 x end, line301 y start",0.0
"line301 x end, line301 y end",0.0004040689418117062
"line302 x start, line302 y start",0.0
"line302 x start, line302 y end",0.0004943985386533778
"line302 x end, line302 y start",0.0
"line302 x end, line302 y end",4.789904862579281e-05
"line303 x start, line303 y start",0.0
"line303 x start, line303 y end",0.0008085352620097997
"line303 x end, line303 y start",0.0
"line303 x end, line303 y end",0.0
"line304 x start, line304 y start",0.0
"line304 x start, line304 y end",0.0005808516664043819
"line304 x end, line304 y start",0.0
"line304 x end, line304 y end",0.0010759852384217277
"line305 x start, line305 y start",0.0
"line305 x start, line305 y end",0.0003356899322784212
"line305 x end, line305 y start",0.0
"line305 x end, line305 y end",0.0007746122220841486
"line306 x start, line306 y start",0.0
"line306 x start, line306 y end",0.0003493852442387382
"line306 x end, line306 y start",0.0
"line306 x end, line306 y end",0.00018577456911891808
"line307 x start, line307 y start",0.0
"line307 x start, line307 y end",0.000676599189716104
"line307 x end, line307 y start",0.0
"line307 x end, line307 y end",0.0012612452636841904
"line308 x start, line308 y start",0.0
"line308 x start, line308 y end",0.0005634430525546985
"line308 x end, line308 y start",0.0
"line308 x end, line308 y end",0.00019761101110466625
"line309 x start, line309 y start",0.0
"line309 x start, line309 y end",0.00011798543065726822
"line309 x end, line309 y start",0.0
"line309 x end, line309 y end",0.00016478085448501048
"line310 x start, line310 y start",0.0
"line310 x start, line310 y end",0.00028877846777789086
"line310 x end, line310 y start",0.0
"line310 x end, line310 y end",0.00030257087429288716
"line311 x start, line311 y start",0.0
"line311 x start, line311 y end",0.0008453040413164941
"line311 x end, line311 y start",0.0
"line311 x end, line311 y end",0.00011385432374734612
"line312 x start, line312 y start",0.0
"line312 x start, line312 y end",0.00022559962188494653
"line312 x end, line312 y start",0.0
"line312 x end, line312 y end",0.0005528423328190315
"line313 x start, line313 y start",0.0
"line313 x start, line313 y end",5.313639614099465e-05
"line313 x end, line313 y start",0.0
"line313 x end, line313 y end",0.0
"line314 x start, line314 y start",0.0
"line314 x start, line314 y end",0.00024340349257806815
"line314 x end, line314 y start",0.0
"line314 x end, line314 y end",0.0001117348125020759
"line315 x start, line315 y start",0.0
"line315 x start, line315 y end",0.00028766625352787524
"line315 x end, line315 y start",0.0
"line315 x end, line315 y end",0.00021511173810520172
"line316 x start, line316 y start",0.0
"line316 x start, line316 y end",0.00032435767532346495
"line316 x end, line316 y start",0.0
"line316 x end, line316 y end",0.00011449249829925897
"line317 x start, line317 y start",0.0
"line317 x start, line317 y end",0.0004011090140066326
"line317 x end, line317 y start",0.0
"line317 x end, line317 y end",0.00017564727516529546
"line318 x start, line318 y start",0.0
"line318 x start, line318 y end",7.88798752568165e-05
"line318 x end, line318 y start",0.0
"line318 x end, line318 y end",0.0008535316585375135
"line319 x start, line319 y start",0.0
"line319 x start, line319 y end",0.0004119138964243835
"line319 x end, line319 y start",0.0
"line319 x end, line319 y end",0.0019648880829792616
"line320 x start, line320 y start",0.0
"line320 x start, line320 y end",0.0
"line320 x end, line320 y start",0.0
"line320 x end, line320 y end",0.0
"line321 x start, line321 y start",0.0
"line321 x start, line321 y end",0.0005212142276590061
"line321 x end, line321 y start",0.0
"line321 x end, line321 y end",0.00011498905456197596
"line322 x start, line322 y start",0.0
"line322 x start, line322 y end",0.0002592157779838955
"line322 x end, line322 y start",0.0
"line322 x end, line322 y end",0.0002555724490194334
"line323 x start, line323 y start",0.0
"line323 x start, line323 y end",0.0010745524808448007
"line323 x end, line323 y start",0.0
"line323 x end, line323 y end",0.0008045530349900988
"line324 x start, line324 y start",0.0
"line324 x start, line324 y end",0.0017734719401978059
"line324 x end, line324 y start",0.0
"line324 x end, line324 y end",0.0002244144353137308
"line325 x start, line325 y start",0.0
"line325 x start, line325 y end",0.0001609352987432278
"line325 x end, line325 y start",0.0
"line325 x end, line325 y end",0.0007660203586928142
"line326 x start, line326 y start",0.0
"line326 x start, line326 y end",0.00027529794422879056
"line326 x end, line326 y start",0.0
"line326 x end, line326 y end",0.0008513652750472159
"line327 x start, line327 y start",0.0
"line327 x start, line327 y end",0.00038586405424164696
"line327 x end, line327 y start",0.0
"line327 x end, line327 y end",0.00035400355103917667
"line328 x start, line328 y start",0.0
"line328 x start, line328 y end",0.00021236604481598975
"line328 x end, line328 y start",0.0
"line328 x end, line328 y end",0.00029280886823727166
"line329 x start, line329 y start",0.0
"line329 x start, line329 y end",0.00032119776772748576
"line329 x end, line329 y start",0.0
"line329 x end, line329 y end",4.3246288441145276e-05
"line330 x start, line330 y start",0.0
"line330 x start, line330 y end",5.173951828724354e-05
"line330 x end, line330 y start",0.0
"line330 x end, line330 y end",0.0004323561615802773
"line331 x start, line331 y start",0.0
"line331 x start, line331 y end",0.00034156348196090843
"line331 x end, line331 y start",0.0
"line331 x end, line331 y end",0.0
"line332 x start, line332 y start",0.0
"line332 x start, line332 y end",0.0
"line332 x end, line332 y start",0.0
"line332 x end, line332 y end",0.00043378934601733736
"line333 x start, line333 y start",0.0
"line333 x start, line333 y end",0.00023806890796069065
"line333 x end, line333 y start",0.0
"line333 x end, line333 y end",0.001004685309116235
"line334 x start, line334 y start",0.0
"line334 x start, line334 y end",0.0012876974094966148
"line334 x end, line334 y start",0.0
"line334 x end, line334 y end",0.00013684221992859037
"line335 x start, line335 y start",0.0
"line335 x start, line335 y end",9.455754699204596e-05
"line335 x end, line335 y start",0.0
"line335 x end, line335 y end",0.0006183893381710964
"line336 x start, line336 y start",0.0
"line336 x start, line336 y end",0.0005270194764979083
"line336 x end, line336 y start",0.0
"line336 x end, line336 y end",5.6924389038374824e-05
"line337 x start, line337 y start",0.0
"line337 x start, line337 y end",0.00028355308881181134
"line337 x end, line337 y start",0.0
"line337 x end, line337 y end",0.00046175718508679504
"line338 x start, line338 y start",0.0
"line338 x start, line338 y end",1.3895952137169585e-05
"line338 x end, line338 y start",0.0
"line338 x end, line338 y end",0.0
"line339 x start, line339 y start",0.0
"line339 x start, line339 y end",0.0015010232885183197
"line339 x end, line339 y start",0.0
"line339 x end, line339 y end",0.00020435174558056435
"line340 x start, line340 y start",0.0
"line340 x start, line340 y end",0.0
"line340 x end, line340 y start",0.0
"line340 x end, line340 y end",0.000171043489528374
"line341 x start, line341 y start",0.0
"line341 x start, line341 y end",4.321907600596125e-05
"line341 x end, line341 y start",0.0
"line341 x end, line341 y end",0.00019018792318825723
"line342 x start, line342 y start",0.0
"line342 x start, line342 y end",0.00027837900093949814
"line342 x end, line342 y start",0.0
"line342 x end, line342 y end",0.001191748266338251
"line343 x start, line343 y start",0.0
"line343 x start, line343 y end",0.001890819768011671
"line343 x end, line343 y start",0.0
"line343 x end, line343 y end",0.0005723175094375326
"line344 x start, line344 y start",0.0
"line344 x start, line344 y end",5.593056894889102e-05
"line344 x end, line344 y start",0.0
"line344 x end, line344 y end",0.00021706665479103305
"line345 x start, line345 y start",0.0
"line345 x start, line345 y end",9.91932890216577e-05
"line345 x end, line345 y start",0.0
"line345 x end, line345 y end",0.0005064862849317064
"line346 x start, line346 y start",0.0
"line346 x start, line346 y end",0.001497031594658964
"line346 x end, line346 y start",0.0
"line346 x end, line346 y end",0.00023994276950964447
"line347 x start, line347 y start",0.0
"line347 x start, line347 y end",0.0008074271181559242
"line347 x end, line347 y start",0.0
"line347 x end, line347 y end",3.831449262198294e-05
"line348 x start, line348 y start",0.0
"line348 x start, line348 y end",0.0
"line348 x end, line348 y start",0.0
"line348 x end, line348 y end",8.620332072201652e-05
"line349 x start, line349 y start",0.0
"line349 x start, line349 y end",0.0019225385573473181
"line349 x end, line349 y start",0.0
"line349 x end, line349 y end",0.0007071248222977303
"line350 x start, line350 y start",0.0
"line350 x start, line350 y end",0.0005365413930500377
"line350 x end, line350 y start",0.0
"line350 x end, line350 y end",0.00016024763310607988
"line351 x start, line351 y start",0.0
"line351 x start, line351 y end",0.0014715845211755749
"line351 x end, line351 y start",0.0
"line351 x end, line351 y end",0.0008359729643541162
"line352 x start, line352 y start",0.0
"line352 x start, line352 y end",0.00048191300709007163
"line352 x end, line352 y start",0.0
"line352 x end, line352 y end",0.000729873485917141
"line353 x start, line353 y start",0.0
"line353 x start, line353 y end",0.0003012522203280278
"line353 x end, line353 y start",0.0
